id,alphaSS,betaSS,etaSS,alphaRS,betaRS,etaS1,etaS2,eta_r,tau,X^2,bic
1.0,0.14388104520365996,0.36216485319107156,0.4585073549807951,0.21882568277236752,0.9978356544959361,0.11870536889691655,0.16719570218819185,0.4086089028540737,0.3099877444502213,245.44084528329557,2153.2076315807367
2.0,0.2844844841876498,0.872699695261367,0.29533172937463753,0.35227486126251767,0.9946210479772893,0.11656526408798512,0.2036230378606398,0.41288384344545415,0.290336996358578,455.07446440452264,2422.209320081589
3.0,0.33015279575485473,0.8541852104635244,0.25835420886201493,0.2715177671079964,0.9945046890896977,0.08549003591482074,0.11238573414104915,0.4340203268195855,0.30817606662156777,308.4301105933974,2155.2367899990586
4.0,0.14207005995747307,0.3453592445051159,0.46355224381388943,0.19068359909201982,0.9978008407983878,0.11056215493693167,0.07613449994573764,0.40673598308561487,0.3221808972874767,318.55088410281337,2298.880220599552
5.0,0.1608691241415398,0.2432162568792885,0.5419309982924936,0.2483573835189431,0.9973645486664734,0.08162099247947863,0.08016684017289509,0.440085169421344,0.3452230736554141,408.8883918849802,2405.8742136751725
6.0,0.1417386108548136,0.3204269059734514,0.4380408615301858,0.23829449641145162,0.9980450325173993,0.11143314568237216,0.09152364317334263,0.4332169923498334,0.29472360371886447,307.83607301404925,2162.983953126722
7.0,0.2525608187945069,0.8898528895560454,0.275738647328485,0.29460398890416434,0.958237384978355,0.10509066464447034,0.17778288570269227,0.40266107121039707,0.29471932266381257,231.4923218030414,2086.7121377326284
8.0,0.28540271778425963,0.8869574342141964,0.25137051938723126,0.23967243426717266,0.9964633040877536,0.05365133814756188,0.17787015602563438,0.4664153198054216,0.3213994087500079,376.92502595709357,2269.5093851593097
9.0,0.3418317433841849,0.892229039944444,0.33184802130321184,0.18029989155602244,0.9995339007875025,0.08613298907307824,0.16563639662400978,0.44819043528434294,0.32185244706845123,233.55512351420853,2115.35068720645
10.0,0.15855415176787804,0.5186116269149588,0.4986455773648491,0.14627557522156706,0.6973436999251341,0.13625890998791526,0.07826256567988076,0.45387045400705983,0.2313792014719548,321.5699403748068,2285.576453114561
11.0,0.20695965540960928,0.806051882200741,0.2582612793147439,0.14167483946648962,0.6804462211198973,0.14912750699045751,0.17169404053675263,0.4167597429865834,0.22796599883350913,349.33682766054574,2396.201615575941
12.0,0.14222382275591133,0.3339791453137878,0.4213694852558795,0.20418684902710282,0.9940140692402603,0.12007522722779101,0.1615896041237601,0.4512145007073452,0.3323266945549447,277.6774670556133,2222.570646241183
13.0,0.14359691766324184,0.34481195974487394,0.4981377233718801,0.2024071147526985,0.9985285351232008,0.12156432755652385,0.13287825984825724,0.42762547792827194,0.292780002809027,389.95816634785217,2373.062544261564
14.0,0.22729403003158893,0.9165054026757287,0.2744898589265541,0.14145587660735098,0.6923794165978284,0.1408382822979735,0.09955482470586399,0.5486188421114598,0.22242099094881188,387.98403240161656,2424.7391598446006
15.0,0.313226592589798,0.9971993873350367,0.275326842003354,0.14036727849986114,0.6029374332599416,0.1492543911266958,0.14433227454553763,0.7100373877525664,0.20136198574063743,357.68437298999453,2383.7108281585593
16.0,0.23657272759061346,0.8774669475765521,0.299951634096655,0.2172308429127347,0.9432553205368179,0.10739242939442173,0.1775979837257135,0.40532445018767876,0.3232952417831215,494.472640852391,2458.635743721852
